,name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date,parcel_no
468,CENTRAL COAST AUTO AND DIESEL,277414,/details/1310/ARD/277414/fd7c27b60189f9e739b5319ea1704684,Automotive Repair Dealer,Valid,"July 31, 2020",,GROVER BEACH,California,SAN LUIS OBISPO,93433,1,180.0,search.dca.ca.gov,0.6905779838562012,971 GRIFFIN 2A,,ERROR
469,CENTRAL CITY AUTO REPAIR,252884,/details/1310/ARD/252884/deff8a91982560a1a5fdcffda01260e1,Automotive Repair Dealer,Valid,"November 30, 2020",,SANTA MARIA,California,SANTA BARBARA,93454,1,180.0,search.dca.ca.gov,0.15060043334960938,106 NORTH CURRYER ST,,No APN MATCH
470,CENTRAL COAST AUTO CENTER,229396,/details/1310/ARD/229396/f49966d3a0d65368943549b583f6e512,Automotive Repair Dealer,Valid,"September 30, 2020",,MORRO BAY,California,SAN LUIS OBISPO,93442,1,180.0,search.dca.ca.gov,0.7623946666717529,910 MORRO BAY BLVD,,No APN MATCH
471,CENTRAL COAST AUTO CENTER,227915,/details/1310/ARD/227915/fbeb0474ed5c7d305f1e3953bfd5c993,Automotive Repair Dealer,Valid,"May 31, 2020",,MORRO BAY,California,SAN LUIS OBISPO,93442,1,180.0,search.dca.ca.gov,0.8232238292694092,1150 MAIN ST,,No APN MATCH
472,CENTRAL COAST CUSTOM INC,238993,/details/1310/ARD/238993/2607a2c2b21a2978d511f3ded12fee6e,Automotive Repair Dealer,Valid,"April 30, 2020",,GROVER BEACH,California,SAN LUIS OBISPO,93433,1,180.0,search.dca.ca.gov,1.057603120803833,702 GRAND AVENUE,,No APN MATCH
473,CENTRAL CARBURETORS,200588,/details/1310/ARD/200588/8fb820c47390b8e7a911ffbf2429e878,Automotive Repair Dealer,Valid,"July 31, 2020",,MONTEBELLO,California,LOS ANGELES,90640,1,180.0,search.dca.ca.gov,0.13962841033935547,1139 W WASHINGTON BLVD,,No APN MATCH
474,CENTRAL COAST AUTO & SMOG  (Previous Name),246557,/details/1310/ARD/246557/c290ea007b749decc055f525e3c345c3,Automotive Repair Dealer,Valid,"July 31, 2020",,SALINAS,California,MONTEREY,93901,1,180.0,search.dca.ca.gov,1.8035285472869875,245 FRONT ST,,No APN MATCH
475,CENTRAL COAST HOT RODS,279042,/details/1310/ARD/279042/2716cb1bc3eba89f313f01d7197cc38f,Automotive Repair Dealer,Delinquent,"January 31, 2020",,SANTA MARIA,California,SANTA BARBARA,93454,1,180.0,search.dca.ca.gov,2.2616329193115234,2004 PREISKER LN # G,,No APN MATCH
476,CENTRAL CALI A/C SERVICE,270201,/details/1310/ARD/270201/613f705e982de9ba1b539ec58f0a160c,Automotive Repair Dealer,Valid,"September 30, 2020",,FRESNO,California,FRESNO,93725,1,180.0,search.dca.ca.gov,1.1881189346313477,3826 E. CHURCH AV,,No APN MATCH
477,CEBU AUTO SERVICE,274645,/details/1310/ARD/274645/af2ac20e21c63310d7057df1cec12717,Automotive Repair Dealer,Valid,"October 31, 2020",,HAYWARD,California,ALAMEDA,94544,1,180.0,search.dca.ca.gov,1.1491820812225342,727 INDUSTRIAL PKWY W UNIT R,,No APN MATCH
478,CATALINA ISLAND COMPANY,272476,/details/1310/ARD/272476/2297ba80eb22e4020bb624b9e69a152f,Automotive Repair Dealer,Valid,"April 30, 2020",,AVALON,California,LOS ANGELES,90704,1,180.0,search.dca.ca.gov,0.16555213928222656,150 METROPOLE AVENUE,,No APN MATCH
479,CATALINA YAMAHA GOLF CARS,225093,/details/1310/ARD/225093/07ba6f0aed801701f6b0428d4c496167,Automotive Repair Dealer,Valid,"December 31, 2020",,AVALON,California,LOS ANGELES,90704,1,180.0,search.dca.ca.gov,0.19946503639221191,117 CLARISSA,,No APN MATCH
480,CB TOWING  (Previous Name),293197,/details/1310/ARD/293197/bfd90fa0c2fc5efe659046f411519018,Automotive Repair Dealer,Delinquent,"January 31, 2020",,HOLLISTER,California,SAN BENITO,95023,1,180.0,search.dca.ca.gov,0.2953011989593506,1803 SHELTON DRIVE UNIT# 106,,No APN MATCH
481,CATALINA AUTO SERVICE,225428,/details/1310/ARD/225428/ab4ee2af6242b4bdbdb8fc0045b61b1f,Automotive Repair Dealer,Valid,"November 30, 2020",,AVALON,California,LOS ANGELES,90704,1,180.0,search.dca.ca.gov,0.1965370178222656,722 PEBBLY BEACH RD,,No APN MATCH
482,CATALINA AUTO CENTER,159664,/details/1310/ARD/159664/058e8d668e6360e90b8262a5c968aa99,Automotive Repair Dealer,Valid,"April 30, 2020",,REDONDO BEACH,California,LOS ANGELES,90277,1,180.0,search.dca.ca.gov,0.27435922622680664,730 N CATALINA AVE #B,,No APN MATCH
483,CENTRAL CALI,271060,/details/1310/ARD/271060/22e6a72a62b193096349aa5c629961fb,Automotive Repair Dealer,Cancelled,"December 31, 2020",,DINUBA,California,TULARE,93618,1,180.0,search.dca.ca.gov,1.8287036418914795,281 W MERCED STREET # 6,,No APN MATCH
484,CECIL'S GARAGE,281659,/details/1310/ARD/281659/adf8e360590d90485f9d2512005d0ca8,Automotive Repair Dealer,Valid,"October 31, 2020",,WOODLAKE,California,TULARE,93286,1,180.0,search.dca.ca.gov,1.8276846408843996,34404 RD 204,,No APN MATCH
485,"CARS GALAXY DISMANTLING, INC",281939,/details/1310/ARD/281939/12afef715bbe31800bcc8a2543a5cbfd,Automotive Repair Dealer,Valid,"November 30, 2020",,SUN VALLEY,California,LOS ANGELES,91352,1,180.0,search.dca.ca.gov,0.2944328784942627,8989 SAN FERNANDO RD,,No APN MATCH
486,CARNATION AUTO BODY,266453,/details/1310/ARD/266453/86dcd6fe3d66dd284294f68307a8afb9,Automotive Repair Dealer,Cancelled,"September 30, 2017",,LOS ANGELES,California,LOS ANGELES,90042,1,180.0,search.dca.ca.gov,0.2804679870605469,5320 YORK BLVD,,No APN MATCH
487,CECILS GARAGE,151075,/details/1310/ARD/151075/59ebaac823bb1ef3268b37958a83c108,Automotive Repair Dealer,Cancelled,"December 31, 2015",,WOODLAKE,California,TULARE,93286,1,180.0,search.dca.ca.gov,1.912458419799805,34404 RD 204,,No APN MATCH
488,CENTRAL CALI,296277,/details/1310/ARD/296277/465852bb475bbe9a66b38f5befd5047d,Automotive Repair Dealer,Valid,"December 31, 2020",,DINUBA,California,TULARE,93618,1,180.0,search.dca.ca.gov,2.067046880722046,281 W MERCED STREET # 6,,No APN MATCH
489,CARMONA'S COLLISION REPAIR INC,268491,/details/1310/ARD/268491/64b16d9a721da564e9c1b2c9b04f5bb8,Automotive Repair Dealer,Cancelled,"March 31, 2017",,FULLERTON,California,ORANGE,92832,1,180.0,search.dca.ca.gov,0.2383632659912109,800 WILLIAMSON AVE,,No APN MATCH
490,CARMONAS COLLISION REPAIR,209854,/details/1310/ARD/209854/e363de769417b82ed7157eea9eb22170,Automotive Repair Dealer,Cancelled,"March 31, 2013",,FULLERTON,California,ORANGE,92832,1,180.0,search.dca.ca.gov,0.3051855564117432,800 W WILLIAMSON AVE,,No APN MATCH
491,CARMONA'S COLLISION REPAIR,284678,/details/1310/ARD/284678/f9a0ce4e12b3c2fe5bd8bd1504f7d41b,Automotive Repair Dealer,Valid,"August 31, 2020",,FULLERTON,California,ORANGE,92832,1,180.0,search.dca.ca.gov,0.23238205909729004,800 WILLIAMSON AVENUE,,No APN MATCH
492,CARLSBAD VOLVO,143294,/details/1310/ARD/143294/d7033f7e7952d1435a77e71ee1c4bfed,Automotive Repair Dealer,Valid,"November 30, 2020",,CARLSBAD,California,SAN DIEGO,92009,1,180.0,search.dca.ca.gov,0.2343733310699463,6830 AVENIDA ENCINAS,,No APN MATCH
493,"CARRILLO'S COLLISION, CARRILLOS AUTO BODY  (Previous Name)",274149,/details/1310/ARD/274149/7ae21a71f99acff51c3aec65b3aad2a7,Automotive Repair Dealer,Valid,"September 30, 2020",,LA MESA,California,SAN DIEGO,91942,1,180.0,search.dca.ca.gov,0.23438405990600586,8170 PARKWAY DR,,No APN MATCH
494,CAYES AUTO SERVICE CENTER,198251,/details/1310/ARD/198251/14aca6d06e680535cd8f15c12453f989,Automotive Repair Dealer,Valid,"February 28, 2021",,LOS ANGELES,California,LOS ANGELES,90026,1,180.0,search.dca.ca.gov,1.122312068939209,1462 GLENDALE AVE,,No APN MATCH
495,CARLSBAD VILLAGE AUTO BODY INC,257360,/details/1310/ARD/257360/72d77eed52a3010d0a1470bf12036fe7,Automotive Repair Dealer,Cancelled,"February 28, 2018",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.2772371768951416,3191 TYLER ST,,No APN MATCH
496,CARLSBAD MUFFLER & BRAKES,242393,/details/1310/ARD/242393/a99d7d86b1e415ba063c98358dc091d9,Automotive Repair Dealer,Cancelled,"November 30, 2012",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.25629377365112305,1060 AUTO CENTER COURT SUITE K &L,,ERROR
497,CARLSBAD EXCLUSIVE AUTO,249555,/details/1310/ARD/249555/4e82ffe976acc119fba10c5a22da58b3,Automotive Repair Dealer,Valid,"February 29, 2020",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.2393343448638916,1060 AUTO CENTER CT STE F,,No APN MATCH
498,CARLSBAD COLLISION CENTER,265436,/details/1310/ARD/265436/4b45688f295cb5d8f9a42184926f0de8,Automotive Repair Dealer,Valid,"June 30, 2020",,CARLSBAD,California,SAN DIEGO,92011,1,180.0,search.dca.ca.gov,0.20343327522277832,"6030 AVENIDA ENCINAS, STE C",,No APN MATCH
499,CASTNERS AUTO SERVICE INC,8265,/details/1310/ARD/8265/2767aea50e1af68152ff27da4afe7737,Automotive Repair Dealer,Valid,"February 28, 2021",,PLACENTIA,California,ORANGE,92870,1,180.0,search.dca.ca.gov,1.0942742824554443,214 S BRADFORD AVE,,No APN MATCH
500,CARLSBAD AUTOMOTIVE TECHNOLOGY,254055,/details/1310/ARD/254055/94a11604d5da8b9c9a2c1c2fd6318710,Automotive Repair Dealer,Valid,"December 31, 2020",,OCEANSIDE,California,SAN DIEGO,92054,1,180.0,search.dca.ca.gov,0.2842378616333008,1602 SOUTH COAST HWY,,No APN MATCH
501,CARLSBAD VILLAGE SMOG,282579,/details/1310/ARD/282579/c455f45db21c015d5a3c31e7ef70b666,Automotive Repair Dealer,Cancelled,"January 31, 2017",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.9088642597198486,505 OAK AVE STE #A,,ERROR
502,CARLSBAD SMOG,271240,/details/1310/ARD/271240/369cfcaed0dc6ba4c79185cf4017588e,Automotive Repair Dealer,Valid,"December 31, 2020",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.8599708080291748,"1060 AUTO CENTER CT ""R""",,No APN MATCH
503,CARLS BODY SHOP INC,219954,/details/1310/ARD/219954/7e032adba08a4cfcc290ce391be9bddc,Automotive Repair Dealer,Valid,"January 31, 2021",,ST HELENA,California,NAPA,94574,1,180.0,search.dca.ca.gov,0.2915337085723877,1035 DOWDELL LANE,,No APN MATCH
504,CARLS BODY SHOP,237924,/details/1310/ARD/237924/2e0e891c93ae9e4a720091c70ab060a8,Automotive Repair Dealer,Valid,"February 28, 2021",,COTATI,California,SONOMA,94931,1,180.0,search.dca.ca.gov,0.19647884368896484,8755 PINE LANE,,No APN MATCH
505,CARLSBAD BRITISH MOTORCARS,226559,/details/1310/ARD/226559/57ecaa6134221f2d305c24a85941ea2e,Automotive Repair Dealer,Cancelled,"March 31, 2017",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.8411059379577637,2598 STATE STREET,,No APN MATCH
506,"CARLOS TIRES, BRAKES & ALIGNMENTS",269273,/details/1310/ARD/269273/72703b588f9aac2e58e0d1373ed6acbd,Automotive Repair Dealer,Delinquent,"May 31, 2018",,SAN BERNARDINO,California,SAN BERNARDINO,92404,1,180.0,search.dca.ca.gov,0.23038387298583984,2705 N DEL ROSA,,No APN MATCH
507,CARLOS TIRES BRAKES AND SUSPENSION,265507,/details/1310/ARD/265507/abfebd38b0712c542f95f3df429c6d2d,Automotive Repair Dealer,Cancelled,"June 30, 2013",,SANTA BARBARA,California,SANTA BARBARA,93103,1,180.0,search.dca.ca.gov,0.1715402603149414,205 S SALINAS ST.,,No APN MATCH
508,CARLSBAD SMOG,250923,/details/1310/ARD/250923/4d3e2052fc8decc3caea3876e14aab45,Automotive Repair Dealer,Cancelled,"June 30, 2013",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,1.2000861167907717,1060 AUTO CENTER COURT #R,,No APN MATCH
509,CAR PLUS,256066,/details/1310/ARD/256066/8623e18adefed77f691cd9eed56e20c0,Automotive Repair Dealer,Valid,"August 31, 2020",,MERCED,California,MERCED,95341,1,180.0,search.dca.ca.gov,0.13762927055358887,1029 MARTIN LUTHER KING JR WAY,,No APN MATCH
510,CARLSBAD AUTO SERVICE INC,117423,/details/1310/ARD/117423/6272e0128a2fee83d8024a78e131aeae,Automotive Repair Dealer,Valid,"April 30, 2020",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,0.9826908111572266,3181 TYLER ST,,No APN MATCH
511,"CARLOS TIRES, BRAKES & ALIGNMENTS",271770,/details/1310/ARD/271770/17352703bc0830f0ca47eac25d009ad0,Automotive Repair Dealer,Valid,"February 29, 2020",,SAN BERNARDINO,California,SAN BERNARDINO,92405,1,180.0,search.dca.ca.gov,0.2473406791687012,3933 N SIERRA WAY,,No APN MATCH
512,CAR NATION AUTO BODY,286995,/details/1310/ARD/286995/19b54cccf62634bf32e16a5a5e1d68af,Automotive Repair Dealer,Valid,"May 31, 2020",,LOS ANGELES,California,LOS ANGELES,90042,1,180.0,search.dca.ca.gov,0.2543189525604248,5320 YORK BLVD,,No APN MATCH
513,CAR KOLOR KUSTOMS AUTO BODY,294662,/details/1310/ARD/294662/d6567b18d57ce5a261b513152cb93ad0,Automotive Repair Dealer,Valid,"June 30, 2020",,OXNARD,California,VENTURA,93030,1,180.0,search.dca.ca.gov,0.22542738914489746,1205 N. OXNARD BLVD.,,No APN MATCH
514,CARLSBAD 76,258540,/details/1310/ARD/258540/ad62279c86c9ee52b8845a9e8ce388b7,Automotive Repair Dealer,Valid,"June 30, 2020",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,1.0913996696472168,945 TAMARACK AVE,,No APN MATCH
515,CARLSBAD BRITISH MOTORCARS,283859,/details/1310/ARD/283859/25f688fdba871780db723faf906688cd,Automotive Repair Dealer,Valid,"June 30, 2020",,CARLSBAD,California,SAN DIEGO,92008,1,180.0,search.dca.ca.gov,1.1931190490722656,2598 STATE STREET,,No APN MATCH
516,CAR CRAFT UNLIMITED,286034,/details/1310/ARD/286034/7835986d4f17083ad56195ba1078752e,Automotive Repair Dealer,Valid,"February 28, 2021",,NORTH HILLS,California,LOS ANGELES,91343,1,180.0,search.dca.ca.gov,0.3664565086364746,15218 PARTHENIA ST. # 4,,No APN MATCH
517,CAR CRAFT COLLISION SPECIALISTS,281736,/details/1310/ARD/281736/b69158a49f8fa43e02bf1409358ce55b,Automotive Repair Dealer,Valid,"October 31, 2020",,BERKELEY,California,ALAMEDA,94702,1,180.0,search.dca.ca.gov,0.3515098094940185,2356 SAN PABLO AVE,,No APN MATCH
518,CAR CRAFT COLLISION SPECIALISTS,149819,/details/1310/ARD/149819/08f0c38de876ab12244bc52c585492a7,Automotive Repair Dealer,Cancelled,"October 31, 2015",,BERKELEY,California,ALAMEDA,94702,1,180.0,search.dca.ca.gov,0.3106069564819336,2356 SAN PABLO AVE,,No APN MATCH
519,CAR CRAFT,246446,/details/1310/ARD/246446/bd803fede02fe04be4826a2ae29654db,Automotive Repair Dealer,Cancelled,"July 31, 2015",,RIVERSIDE,California,RIVERSIDE,92507,1,180.0,search.dca.ca.gov,0.2268338203430176,1006 E LA CADENA DR,,No APN MATCH
520,CAR CRAFT AUTO BODY,44420,/details/1310/ARD/44420/9c2d65144eb9f636863fef93c6a1d6c6,Automotive Repair Dealer,Revoked,"November 30, 2004",,CANOGA PARK,California,LOS ANGELES,91303,1,180.0,search.dca.ca.gov,0.3293366432189941,7117 CANOGA AVE,,No APN MATCH
521,CAR CARE & SMOG,223934,/details/1310/ARD/223934/a344d5b26c0387f883677b03f40b2aa2,Automotive Repair Dealer,Valid,"September 30, 2020",,POMONA,California,LOS ANGELES,91766,1,180.0,search.dca.ca.gov,0.1524031162261963,1321 SOUTH GAREY AVE,,No APN MATCH
522,CAR CRAFT,280680,/details/1310/ARD/280680/a3e6d28b6f8686a9aff095d14325375b,Automotive Repair Dealer,Valid,"June 30, 2020",,RIVERSIDE,California,RIVERSIDE,92507,1,180.0,search.dca.ca.gov,0.3523061275482178,1006 E. LA CADENA DR.,,No APN MATCH
523,CAP IT-LA  (Previous Name),261615,/details/1310/ARD/261615/84a034e9a91babe10fe191d5989ab252,Automotive Repair Dealer,Delinquent,"April 30, 2018",,ALTA LOMA,California,SAN BERNARDINO,91701,1,180.0,search.dca.ca.gov,0.27806591987609863,8780 19TH STREET #466,,No APN MATCH
524,CANYON R & G AUTO REPAIR,224707,/details/1310/ARD/224707/413c2ab3a56b2574cbadffebe1ebccc8,Automotive Repair Dealer,Delinquent,"November 30, 2019",,CANYON COUNTRY,California,LOS ANGELES,91351,1,180.0,search.dca.ca.gov,0.18948745727539065,27264 CAMP PLENTY RD #C,,No APN MATCH
525,CANYON BATTERIES,249770,/details/1310/ARD/249770/03a238bbe24939c434e7a7c4dc177865,Automotive Repair Dealer,Valid,"March 31, 2020",,WILDOMAR,California,RIVERSIDE,92595,1,180.0,search.dca.ca.gov,0.19148540496826166,33520 ALMOND STREET,,No APN MATCH
526,CANYON RACER MOTORSPORTS,252167,/details/1310/ARD/252167/273efe0ca3cce5ec9816f806af64d8a6,Automotive Repair Dealer,Cancelled,"September 30, 2015",,MISSION VIEJO,California,ORANGE,92691,1,180.0,search.dca.ca.gov,0.3109848499298096,25741 OBRERO DRIVE UNIT G,,No APN MATCH
527,CANOGA PARK AUTO BODY INC,201487,/details/1310/ARD/201487/7d48ca5511ffe6df58d2ea767ec7b680,Automotive Repair Dealer,Revoked,"September 30, 1999",,CANOGA PARK,California,LOS ANGELES,91303,1,180.0,search.dca.ca.gov,0.19547700881958008,7125 ALABAMA AVE,,No APN MATCH
528,CAMPOS TRANMSSION AND AUTO REPAIR,278010,/details/1310/ARD/278010/a83b3237fa6712dcccae5d7081c19f9e,Automotive Repair Dealer,Valid,"September 30, 2020",,GARDEN GROVE,California,ORANGE,92841,1,180.0,search.dca.ca.gov,0.1356358528137207,7564 PARK AVE,,No APN MATCH
529,CANYON RADIATOR AUTO REPAIR INC,272493,/details/1310/ARD/272493/f119673d2223c563dab280e14c4d43c2,Automotive Repair Dealer,Valid,"April 30, 2020",,CANYON COUNTRY,California,LOS ANGELES,91351,1,180.0,search.dca.ca.gov,0.41770100593566895,27264 CAMP PLENTY RD #160,,No APN MATCH
530,CALIENTE MUFFLER SHOP,249827,/details/1310/ARD/249827/fb673f53d5518526f0f2a971d9d31e51,Automotive Repair Dealer,Cancelled,"March 31, 2013",,LOS ANGELES,California,LOS ANGELES,90035,1,180.0,search.dca.ca.gov,0.18152117729187006,1512 S LA CIENEGA BLVD UNIT 1,,No APN MATCH
531,CALAVERAS TIRES & AUTO  (Previous Name),287944,/details/1310/ARD/287944/6a8a374571e908a036fba2cf3cc72175,Automotive Repair Dealer,Valid,"July 31, 2020",,SAN ANDREAS,California,CALAVERAS,95249,1,180.0,search.dca.ca.gov,0.14261889457702634,282 E ST.CHARLES ST.,,No APN MATCH
532,CAR MRI,276864,/details/1310/ARD/276864/6902e8bfcd1534d8fe9331d123cd625c,Automotive Repair Dealer,Valid,"June 30, 2020",,SAN DIEGO,California,SAN DIEGO,92121,1,180.0,search.dca.ca.gov,1.022514581680298,"6620 MIRAMAR RD, SUITE A-1",,No APN MATCH
533,CARLOS TIRE SHOP,189029,/details/1310/ARD/189029/ef17a6179aa9e8d75bec63443fe46df1,Automotive Repair Dealer,Valid,"May 31, 2020",,LOS BANOS,California,MERCED,93635,1,180.0,search.dca.ca.gov,1.1870381832122805,1854 EAST PACHECO BLVD,,No APN MATCH
534,"CAFES CUSTOMS, LLC",295648,/details/1310/ARD/295648/ce5e4c5ac05bdc6862031e89bbbc67a4,Automotive Repair Dealer,Valid,"October 31, 2020",,TEMECULA,California,RIVERSIDE,92590,1,180.0,search.dca.ca.gov,0.2612893581390381,42387 AVENIDA ALVARADO SUITE #104,,No APN MATCH
535,CAE REPAIR,266301,/details/1310/ARD/266301/76ac37c6c4f0a998a60d63d48d354904,Automotive Repair Dealer,Cancelled,"August 31, 2013",,LEMOORE,California,KINGS,93245,1,180.0,search.dca.ca.gov,0.216414213180542,429 W HAZELWOOD DR,,No APN MATCH
536,CABRERA AUTOBODY,201524,/details/1310/ARD/201524/00113d252c751152ca29ba2c269167ad,Automotive Repair Dealer,Revoked,"September 30, 2012",,SANTA ROSA,California,SONOMA,95401,1,180.0,search.dca.ca.gov,0.24135255813598636,355 WEST 9TH STREET,,No APN MATCH
537,CABRERA AUTO REPAIR,278221,/details/1310/ARD/278221/16bac126ffe3629e72cfebc1fbe6f49b,Automotive Repair Dealer,Valid,"October 31, 2020",,WOODLAND,California,YOLO,95776,1,180.0,search.dca.ca.gov,0.20446157455444336,1123 EAST STREET,,No APN MATCH
538,CABALLOS TIRE AND MUFFLER SHOP  (Previous Name),260333,/details/1310/ARD/260333/ebd41e5262e45cc3eab1ae6c9853d12f,Automotive Repair Dealer,Valid,"December 31, 2020",,SAN BERNARDINO,California,SAN BERNARDINO,92346,1,180.0,search.dca.ca.gov,0.20545458793640134,1093 WEST 5TH ST,,No APN MATCH
539,C T HALL MOBILE REPAIR,284415,/details/1310/ARD/284415/85d42abe4331c0ca5168b5a34e64e080,Automotive Repair Dealer,Valid,"August 31, 2020",,MIDDLETOWN,California,LAKE,95461,1,180.0,search.dca.ca.gov,0.2174255847930908,21057 CALISTOGA RD,,ERROR
540,BURRIS GARAGE,194019,/details/1310/ARD/194019/e389eaf37a786ae4f867cb73aac5a73e,Automotive Repair Dealer,Cancelled,"April 30, 2005",,CHULA VISTA,California,SAN DIEGO,91911,1,180.0,search.dca.ca.gov,0.2263927459716797,3611 MAIN ST,,No APN MATCH
541,BUNNIN OF SIMI VALLEY,251918,/details/1310/ARD/251918/334eca0169e7afc62c0a0edb4a3d5418,Automotive Repair Dealer,Cancelled,"August 31, 2012",,SIMI VALLEY,California,VENTURA,93065,1,180.0,search.dca.ca.gov,0.2533211708068848,2100 FIRST ST,,No APN MATCH
542,BUMPER REPAIR SPECIALIST  (Previous Name),292694,/details/1310/ARD/292694/473e31d53b7a256f37bd9e050b31bf38,Automotive Repair Dealer,Valid,"November 30, 2020",,STANTON,California,ORANGE,90680,1,180.0,search.dca.ca.gov,0.20145702362060547,8250 CERRITOS AVE,,No APN MATCH
543,BUNADIES AUTO BODY,267049,/details/1310/ARD/267049/995cca71220963a00f6cfdf41c5466ef,Automotive Repair Dealer,Cancelled,"November 30, 2012",,RANCHO CORDOVA,California,SACRAMENTO,95670,1,180.0,search.dca.ca.gov,0.25731348991394043,11357 PYRITES WAY B #3,,No APN MATCH
544,BULLET ACCESSORIES SUNROOFS & LEATHER,257279,/details/1310/ARD/257279/8cc380a357f822560698388356e7cdf3,Automotive Repair Dealer,Valid,"January 31, 2021",,SACRAMENTO,California,SACRAMENTO,95821,1,180.0,search.dca.ca.gov,0.16655468940734866,3418 AUBURN BLVD UNIT D,,No APN MATCH
545,BUDGET BRAKES,285836,/details/1310/ARD/285836/27982bc65f8fec4ce9abd048b826eebd,Automotive Repair Dealer,Valid,"January 31, 2021",,MODESTO,California,STANISLAUS,95355,1,180.0,search.dca.ca.gov,0.14461565017700195,3416 OAKDALE ROAD,,No APN MATCH
546,BUDS AUTO CLINIC,196835,/details/1310/ARD/196835/cf9fbe5b3daf38b4ca7da7f372f85cf4,Automotive Repair Dealer,Valid,"October 31, 2020",,SAN BRUNO,California,SAN MATEO,94066,1,180.0,search.dca.ca.gov,0.1904840469360352,1254 MONTGOMERY AVENUE,,No APN MATCH
547,BROWN & SONS,29475,/details/1310/ARD/29475/f5be923871b5d18e9678088829dcaad5,Automotive Repair Dealer,Valid,"July 31, 2020",,LOS ANGELES,California,LOS ANGELES,90007,1,180.0,search.dca.ca.gov,0.1426103115081787,1500 W ADAMS BLVD,,No APN MATCH
548,CALEXICO SMOG CHECK,282659,/details/1310/ARD/282659/356b5637754320fb9fa1b0c12371b304,Automotive Repair Dealer,Valid,"February 28, 2021",PROBATION,CALEXICO,California,IMPERIAL,92231,1,180.0,search.dca.ca.gov,0.8845999240875244,38 W 4TH ST SUITE 16,,No APN MATCH
549,BUTLER AUTOMOTIVE CO INC,83405,/details/1310/ARD/83405/cb02c5f9605697fbaea1e7aeaa4cf69f,Automotive Repair Dealer,Cancelled,"November 30, 2004",,BEVERLY HILLS,California,LOS ANGELES,90212,1,180.0,search.dca.ca.gov,0.6672122478485107,9378 WILSHIRE BLVD,,No APN MATCH
550,BROTHER AUTO REPAIR,270238,/details/1310/ARD/270238/71d553cd97d941572603cfd37c867265,Automotive Repair Dealer,Delinquent,"September 30, 2017",,SALINAS,California,MONTEREY,93907,1,180.0,search.dca.ca.gov,0.1884949207305908,17048 EL RANCHO WAY,,No APN MATCH
551,BURROWS GARAGE,192332,/details/1310/ARD/192332/2f7d220a3a6f9ededd13b53ff77811ad,Automotive Repair Dealer,Cancelled,"December 31, 2016",,OLIVEHURST,California,YUBA,95961,1,180.0,search.dca.ca.gov,0.7240657806396484,1909 MCGOWAN PKWY,,No APN MATCH
552,BRITISH UNITED LLC,262362,/details/1310/ARD/262362/17c0a79add3055ad9da7ceda1af069d5,Automotive Repair Dealer,Cancelled,"June 30, 2017",,LAWNDALE,California,LOS ANGELES,90260,1,180.0,search.dca.ca.gov,0.14557623863220215,4623 ARTESIA BLVD #2,,No APN MATCH
553,"BROTHER AUTO ENTERPRISES, INC",264893,/details/1310/ARD/264893/5ee9aa8195a35af7894892a9fc364fc0,Automotive Repair Dealer,Valid,"May 31, 2020",,BRENTWOOD,California,CONTRA COSTA,94513,1,180.0,search.dca.ca.gov,0.24036145210266116,"560 VALDRY CT, STE B-6B",,No APN MATCH
554,BRITISH UNITED LH LLC,276271,/details/1310/ARD/276271/d43a685260633967db69722c263b3834,Automotive Repair Dealer,Valid,"April 30, 2020",,LAGUNA HILLS,California,ORANGE,92653,1,180.0,search.dca.ca.gov,0.16455745697021484,23192 VERDUGO UNIT A,,No APN MATCH
555,BRITISH UNITED,272523,/details/1310/ARD/272523/f1d4c5709fc706ba1383f3b048179cbf,Automotive Repair Dealer,Cancelled,"April 30, 2014",,LAGUNA HILLS,California,ORANGE,92653,1,180.0,search.dca.ca.gov,0.18151021003723145,23192 VERDUGO,,No APN MATCH
556,BRITISH INDEPENDENT SERVICE,249943,/details/1310/ARD/249943/32e9a425a49991a6e79a9edde87322e4,Automotive Repair Dealer,Delinquent,"March 31, 2019",,ENCINITAS,California,SAN DIEGO,92024,1,180.0,search.dca.ca.gov,0.1954789161682129,328 N EL CAMINO REAL SUITE A,,No APN MATCH
557,BRITISH INDEPENDENT LUXURY AUTOMOTIVE SERVICE CENTER,278135,/details/1310/ARD/278135/0b75002a3cbc6cc827dabe2881bb2ca6,Automotive Repair Dealer,Cancelled,"October 31, 2015",,TORRANCE,California,LOS ANGELES,90504,1,180.0,search.dca.ca.gov,0.18350577354431152,4306 W 190TH ST,,No APN MATCH
