name,lic_no,details_url,lic_type,lic_status,lic_exp_date,lic_sec_status,city,state,county,zipcode,depth,download_timeout,download_slot,download_latency,address,lic_issue_date
HI QUALITY AUTO,285024,/details/1310/ARD/285024/b184ef531084b455229a8703aa9ec48b,Automotive Repair Dealer,Delinquent,"October 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,1.4571444988250732,6528 INTERNATIONAL BLVD,
GUAZAPA AUTO REPAIR,254320,/details/1310/ARD/254320/11bac242b5c515206d917970071cd474,Automotive Repair Dealer,Cancelled,"March 31, 2014",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.21387100219726562,2520 WEST ST # A,
GREEN TRANSMISSIONS,180742,/details/1310/ARD/180742/b966bf93526a8d32946662246e123cde,Automotive Repair Dealer,Valid,"October 31, 1998",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.23183774948120117,929 38TH AVE,
H & N AUTO REPAIR,263620,/details/1310/ARD/263620/37f07c6cafd963fd90b642feabcc36c3,Automotive Repair Dealer,Valid,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.7694272994995117,8332 INTERNATIONAL BLVD,
GREEN AUTO BODY,265721,/details/1310/ARD/265721/9de953116d4892ec1f139722fc2184b6,Automotive Repair Dealer,Cancelled,"June 30, 2013",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2592432498931885,3927 INTERNATIONAL BLVD,
GRANT MILLER-JOHN COX,171,/details/4800/FD/171/8d34c9a232923c0e54816eab8eaaa75a,Funeral Establishment,CLEAR,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.21767210960388184,2850 TELEGRAPH AVE,
GREEN AUTO BODY,261220,/details/1310/ARD/261220/bfd911f51d666cbf67249adc1ab44784,Automotive Repair Dealer,Cancelled,"January 31, 2012",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.28838157653808594,3927 INTERNATIONAL BLVD,
GRANT MILLER MORTUARIES,1317,/details/4800/FD/1317/4af84fb27248adfb3e101ae274af88a3,Funeral Establishment,CANCELLED,"January 31, 1978",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2408888339996338,2372 E 14TH ST,
GRAND MOBIL GAS & AUTO CARE,295316,/details/1310/ARD/295316/b96f4e6d19f09d9949098bd5d5ea9edf,Automotive Repair Dealer,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.15819430351257324,3374 GRAND AVE,
GRAND 76,212376,/details/1310/ARD/212376/c80ae7ee7663399763c1710d004dd749,Automotive Repair Dealer,Cancelled,"August 31, 2019",N/A,OAKLAND,California,ALAMEDA,94610,1,180.0,search.dca.ca.gov,0.20261335372924805,3374 GRAND AVE,
GOOD LUCK AUTO REPAIR,273432,/details/1310/ARD/273432/06108e8b7e2865bea50bbef864cdb428,Automotive Repair Dealer,Cancelled,"June 30, 2016",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.19603610038757324,929 38TH AVE,
GONZALEZ AUTO BODY SHOP,294687,/details/1310/ARD/294687/2236909ddc6ad05cf904212c6af40dda,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,91460,1,180.0,search.dca.ca.gov,0.1597912311553955,1409 104TH AVE,
GOMES TIRE SERVICE INC,253368,/details/1310/ARD/253368/e1638cfe3e7c4daf4886d7470f44ce3a,Automotive Repair Dealer,Valid,"December 31, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.19877147674560547,1350 50TH AVENUE,
GONZALEZ AUTO BODY,284805,/details/1310/ARD/284805/e0c5e2f63ad3d3e48493044adf2694b5,Automotive Repair Dealer,Delinquent,"September 30, 2018",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.23958921432495117,1409 104TH AVE A,
GOLDEN GATE TRUCK CENTER,189078,/details/1310/ARD/189078/58a4552de8880e160aceae0a497e412d,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.23933935165405273,8200 BALDWIN ST,
H & N AUTO REPAIR,263620,/details/1310/LS/263620/7d7a40ff9f86efebd1cca3fcda4af070,Lamp Station,Cancelled,"November 30, 2016",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,1.5381767749786377,8332 INTERNATIONAL BLVD,
GLENVIEW AUTOMOTIVE,285512,/details/1310/ARD/285512/9de5feb298aaeb38d007faff505bd796,Automotive Repair Dealer,Valid,"December 31, 2020",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.20760846138000488,1499 MACARTHUR BLVD,
GLASS PRO,219795,/details/1310/ARD/219795/670d8a99d972c1e3e55a3848cf0cd67c,Automotive Repair Dealer,Cancelled,"January 31, 2014",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.24926424026489258,1258 W GRAND AVE,
HONDA OF OAKLAND,217132,/details/1310/RC/217132/032ce5a041c6d361979f367adcd3659c,Smog Station - Test & Repair,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,6.111833572387695,327 34TH ST,
GLASS ON THE MOVE INC.,297376,/details/1310/ARD/297376/8fa0bb17ec96c7295b371bcbd4ef6fb6,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.18926239013671875,728 EAST 12TH ST,
GLASS ON THE MOVE INC,205421,/details/1310/ARD/205421/562538e7f901c392d66ff4ce16fff409,Automotive Repair Dealer,Delinquent,"June 30, 2020",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.2594120502471924,728 E 12TH ST,
GIO'S AUTO BODY SHOP,276193,/details/1310/ARD/276193/6e64dc67ae19718177e74c51f76b4ea7,Automotive Repair Dealer,Cancelled,"April 30, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.19210147857666016,739 KEVIN CT,
GERMAN CAR SERVICE,292115,/details/1310/ARD/292115/6b85bcfbb13e76b505d3a8d5524fb4a1,Automotive Repair Dealer,Valid,"September 30, 2020",N/A,OAKLAND,California,ALAMEDA,94618,1,180.0,search.dca.ca.gov,0.188370943069458,5300 BROADWAY,
GLASS MECHANIX,271538,/details/1310/ARD/271538/5c38e3a8c93669b9e3dfa1556374fe3f,Automotive Repair Dealer,Cancelled,"January 31, 2014",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.3105788230895996,3925 QUIGLEY ST,
GERMANYS BEST INC,111466,/details/1310/ARD/111466/e43a4528d32974febdcf31efb8a95cce,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94618,1,180.0,search.dca.ca.gov,0.23882532119750977,5291 COLLEGE AVE UNIT 1,
GEORGES AUTO REPAIR,159222,/details/1310/ARD/159222/f4919b4a48fa89aa3369ad4c19f0bb35,Automotive Repair Dealer,Cancelled,"March 31, 2017",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,0.23107337951660156,4401 MARKET STREET,
GERMAN AUTO MASTER,281681,/details/1310/ARD/281681/56f59a069acc217fbc13f317c9cc285e,Automotive Repair Dealer,Valid,"October 31, 2021",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.27579784393310547,2605 MARKET STREET,
GEORGE OREN TIRE SPECIALIST,80099,/details/1310/ARD/80099/809959fff86ca51f8181372445c3d49f,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.22458338737487793,1350 INTERNATIONAL BLVD,
GEO V ARTH & SON,1348,/details/1310/ARD/1348/96904afe007f48439a14fdb3b9f1451d,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.24709343910217285,110 10TH ST,
GAVINS AUTOWERKS,222445,/details/1310/ARD/222445/8cbb4277481ec9fd15e262cdc1f7fbfa,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.267287015914917,7920 CAPWELL DRIVE,
GARCIAS TIRES & BRAKES,230796,/details/1310/ARD/230796/e310a60a8160cf0cccc02e794588b8a8,Automotive Repair Dealer,Valid,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2008342742919922,872 50TH AVE,
GARCIAS BRAKES,198936,/details/1310/ARD/198936/a1f99573de4f99810e089f6ade500cdf,Automotive Repair Dealer,Valid,"March 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.20006990432739258,6410 INTERNATIONAL BLVD,
GARCIA AUTO REPAIR,171706,/details/1310/ARD/171706/425882fd188ed9fc64c0cb9521b8632c,Automotive Repair Dealer,Cancelled,"March 31, 2014",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.20859241485595703,530 PERALTA STREET UNIT A,
H & N AUTO REPAIR,263620,/details/1310/BS/263620/088061eb43026c9c84751aadcd89cfec,Brake Station,Cancelled,"November 30, 2016",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,2.4066901206970215,8332 INTERNATIONAL BLVD,
G D L CUSTOM BODY SHOP,225806,/details/1310/ARD/225806/25a21452e55a13824d7cd66943282669,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.23682618141174316,10211 INTERNATIONAL BLVD,
"FULLER FUNERALS, INC.",66,/details/2100/CR/66/8ff27addeeec2b27f3c2a18f51fb9c65,Crematory,CANCELLED,"January 1, 2004",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.22950243949890137,4647 EAST 14TH STREET,
G I C GERMAN AUTO HAUS,136179,/details/1310/BS/136179/e3f7919d3d4149f1874c520703fd658d,Brake Station,Revoked,"November 30, 2006",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.6369223594665527,3725 SAN LEANDRO ST,
G I C GERMAN AUTO HAUS,136179,/details/1310/LS/136179/d9f23e8f5874b5b32e86d8bec4091010,Lamp Station,Revoked,"November 30, 2006",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.6826276779174805,3725 SAN LEANDRO ST,
FUENTES COLLISION CENTER,231056,/details/1310/ARD/231056/c04241d2f859a76c5fee35663c33974d,Automotive Repair Dealer,Cancelled,"December 31, 2004",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.25054097175598145,4951 SAN LEANDRO ST,
FRUITVALE UNION 76 SERVICE,247065,/details/1310/ARD/247065/0b21eec71f85b7198feaade2883df449,Automotive Repair Dealer,Cancelled,"August 31, 2019",N/A,OAKLAND,California,ALAMEDA,94602,1,180.0,search.dca.ca.gov,0.24497008323669434,3066 FRUITVALE AVE,
FRUITVALE COLLISION CENTER,265423,/details/1310/ARD/265423/ca9046e278fcbfded89ddc39bb1b953c,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.16863298416137695,3009 FOOTHILL BLVD,
FRITZ & PETERS,151329,/details/1310/ARD/151329/b6b790003fd2be391175cedd25adcc26,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94612,1,180.0,search.dca.ca.gov,0.18014812469482422,420 25TH ST,
FRANKS AUTO WORKS,212278,/details/1310/ARD/212278/5273732577d33d8ebd9a02d90834bb01,Automotive Repair Dealer,Valid,"August 31, 2020",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.16219139099121094,809 50TH AVENUE,
FRANK TIRES & BRAKES,259332,/details/1310/ARD/259332/ab7c24079a1a6b33ab89a2bab708346d,Automotive Repair Dealer,Cancelled,"August 31, 2020",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.20190763473510742,299 29TH ST,
FOUCHES HUDSON FUNERAL HOME,443,/details/4800/FD/443/7d3e6113e4251741fe1f309456976bd0,Funeral Establishment,CLEAR,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.14873290061950684,3665 TELEGRAPH AVE,
FOREIGN AUTO FIX,50510,/details/1310/ARD/50510/7b8e00d2dade667da021ec40ac51a72b,Automotive Repair Dealer,Valid,"December 31, 2020",N/A,OAKLAND,California,ALAMEDA,94619,1,180.0,search.dca.ca.gov,0.17816424369812012,3636 MACARTHUR BLVD,
FOOTHILL SMOG TEST ONLY INC,256450,/details/1310/TC/256450/48678a2de53d47e90a6f50c4dbfa4cd4,Smog Station - Test Only,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.7175533771514893,4033 FOOTHILL BOULEVARD,
FULLER FUNERALS,1438,/details/4800/FD/1438/11fbde29c3fe5abedcefcc99032e8dc1,Funeral Establishment,CLEAR,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,1.4547088146209717,4647 INTERNATIONAL BLVD,
FOOTHILL COLLISION CENTER,281079,/details/1310/ARD/281079/e4da334d5f54524a9e52e68fa6d9266a,Automotive Repair Dealer,Valid,"August 31, 2020",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.6980712413787842,6821 FOOTHILL BLVD,
HIGH OCTANE BODY & PAINT,267477,/details/1310/ARD/267477/dcdf114d0c8e0ca9b5de63bbb15106b2,Automotive Repair Dealer,Revoked,"December 31, 2020",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,5.416382789611816,260 30TH ST,
G I C GERMAN AUTO HAUS,136179,/details/1310/ARD/136179/762db1bde73a94e1df066441a2688070,Automotive Repair Dealer,Revoked,"November 30, 2009",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,1.8575670719146729,3725 SAN LEANDRO ST,
FLEETWORKS INC,297926,/details/1310/ARD/297926/62b51d866f99621d4d5fdbc0eed8aa9b,Automotive Repair Dealer,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94502,1,180.0,search.dca.ca.gov,0.22171807289123535,72 98TH STREET,
FLORES AUTO BODY,265561,/details/1310/ARD/265561/09bd3156fea08538642a7a6898b5c2f4,Automotive Repair Dealer,Delinquent,"June 30, 2020",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.2724142074584961,7340 INTERNATIONAL BLVD,
FLASHS AUTO PARTS,286483,/details/1310/ARD/286483/2f2d844256f2814bfca3db8936123731,Automotive Repair Dealer,Delinquent,"April 30, 2019",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.2758653163909912,421 E 18TH STREET UNIT #415,
FIRESTONE COMPLETE AUTO CARE,222590,/details/1310/ARD/222590/ebcba309023993791caa33d28a312eac,Automotive Repair Dealer,Cancelled,"July 31, 2017",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.18236517906188965,4238 BROADWAY,
FOOTHILL SMOG TEST ONLY INC,256450,/details/1310/ARD/256450/889664dab8aa9a03e6ae9ce2f905be4f,Automotive Repair Dealer,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,1.2765979766845703,4033 FOOTHILL BOULEVARD,
FIRESTONE COMPLETE AUTO CARE,222517,/details/1310/ARD/222517/1b8c9d44a78f77f44116ea13edc56295,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.20904874801635742,2850 BROADWAY,
FIFTH STREET GARAGE,240212,/details/1310/ARD/240212/03ffc04773e7c0ecad58f3ce41fb071a,Automotive Repair Dealer,Cancelled,"June 30, 2018",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.21475648880004883,431 MARTIN LUTHER KING JR WAY,
FEATHERWEIGHT PERFORMANCE AND RESTORATION,269228,/details/1310/ARD/269228/65af019a1761daccbb18ab01dc428782,Automotive Repair Dealer,Delinquent,"May 31, 2020",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.20426511764526367,10966 SAN LEANDRO ST,
FAST AUTO BODY PARTS,289690,/details/1310/ARD/289690/9e6faf589251db9e616e2c6d214ed125,Automotive Repair Dealer,Valid,"February 28, 2021",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.1994919776916504,6914 MAC ARTHUR BLVD,
FIRST QUALITY AUTO REPAIR & BODY,165589,/details/1310/ARD/165589/f8fd20fd724ecebf320a98925402de1f,Automotive Repair Dealer,Revoked,"March 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.6330909729003906,6528 INTERNATIONAL BLVD,
FIRST QUALITY AUTO REPAIR & BODY,165589,/details/1310/BS/165589/83c793ac6f983b351dae7013a981eee2,Brake Station,Revoked,"March 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.6491928100585938,6528 INTERNATIONAL BLVD,
FAULTLINE HARLEY DAVIDSON BUELL  (Previous Name),141013,/details/1310/ARD/141013/d0b844af87a58528c683136d66e9170e,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.16267609596252441,151 HEGENBERGER RD,
FIRST QUALITY AUTO REPAIR & BODY,165589,/details/1310/RC/165589/475f7f19804dd007bae6ea00ed0a7992,Smog Station - Test & Repair,Revoked,"March 31, 2017",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.6208987236022949,6528 INTERNATIONAL BLVD,
FAST & QUALITY AUTO REPAIR,288036,/details/1310/ARD/288036/70e82864ebb0e00ff54fde4d222af6c9,Automotive Repair Dealer,Delinquent,"July 31, 2018",N/A,OAKLAND,California,ALAMEDA,94521,1,180.0,search.dca.ca.gov,0.16379618644714355,6528 INTERNATIONAL BLVD,
FAMILY TOWING & AUTOMOTIVE,285992,/details/1310/ARD/285992/4698675f7fce53374393083531b57212,Automotive Repair Dealer,Delinquent,"February 28, 2018",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.2185814380645752,10249 MAC ARTHUR BLVD,
FAMILY AUTO CARE & TOW,270995,/details/1310/ARD/270995/e6f884f5a9d7745042c3fb8f33605cc2,Automotive Repair Dealer,Valid,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.22809123992919922,958 77TH AVE,
F & G AUTO REPAIR,240689,/details/1310/ARD/240689/c98ff0502d59b45a4e68df94004df89a,Automotive Repair Dealer,Valid,"July 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2252037525177002,2764 INTERNATIONAL BLVD,
G I C GERMAN AUTO HAUS,136179,/details/1310/RC/136179/472f3eeb4d493509483f0a9817ce1a23,Smog Station - Test & Repair,Revoked,"November 30, 2009",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,2.8433117866516113,3725 SAN LEANDRO ST,
EZ STAR SMOG TEST ONLY,273057,/details/1310/ARD/273057/6850696ed0f59ed9cb9f37b56ea98472,Automotive Repair Dealer,Cancelled,"May 31, 2018",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,0.727588415145874,3315 SAN PABLO AVE.,
EZ SMOG TEST ONLY  (Previous Name),232280,/details/1310/ARD/232280/a18d4c5ffb3db0fc24e419f8f518a57d,Automotive Repair Dealer,Valid,"February 28, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.729163408279419,3806 MARTIN LUTHER KIND JR WAY,
EZ MOBILE AUTO REPAIRS  (Previous Name),295664,/details/1310/ARD/295664/70b1a4c015d0a7e17b3c6d792095a494,Automotive Repair Dealer,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.16646194458007812,821 PARK WAY,
EZ SMOG TEST ONLY  (Previous Name),232280,/details/1310/RC/232280/be195220fb5eec918875f1783d4707a7,Smog Station - Test & Repair,Valid,"February 28, 2021",N/A,OAKLAND,California,ALAMEDA,94609,1,180.0,search.dca.ca.gov,0.9973585605621338,3806 MARTIN LUTHER KIND JR WAY,
EXPERIENCE AUTO BODY,199158,/details/1310/ARD/199158/5a783a47f55c1d527bff4631a51cdac5,Automotive Repair Dealer,Valid,"April 30, 2021",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.21472644805908203,2230 EAST 14TH ST,
H & N AUTO REPAIR,263620,/details/1310/RC/263620/64197c8305ca52845ed4af23fdc5e727,Smog Station - Test & Repair,Suspended,"November 30, 2018",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,6.247446060180664,8332 INTERNATIONAL BLVD,
EZ STAR SMOG TEST ONLY,289619,/details/1310/ARD/289619/129659a34f4dfe7875480cd326217d64,Automotive Repair Dealer,Valid,"February 28, 2021",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,1.4706411361694336,3315 SAN PABLO AVENUE,
EXCEL AUTO,223075,/details/1310/ARD/223075/6fa451b037ef511858a5aa0ad32f343b,Automotive Repair Dealer,Cancelled,"July 31, 2019",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.14331936836242676,2939 E 7 ST,
EXPERIENCE AUTO BODY,217000,/details/1310/ARD/217000/3cf3c4be4c3c7fd1fe5227cf8f28da8b,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.253401517868042,973 86TH AVE,
EVERGREEN CEMETERY CREMATORY,202,/details/2100/CR/202/f917814c0f122adc8cc4b63146e98ac7,Crematory,CLEAR,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.16996550559997559,6450 CAMDEN ST,
EXPRESS AUTO CLINIC,234341,/details/1310/ARD/234341/f83e1c73d2582e9aea4f7c95cd78a401,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.6732370853424072,3810 BROADWAY,
EVERGREEN CEMETERY ASSOCIATION,103,/details/2100/COA/103/02fe4862d48c34061c4f919b82ff7a4f,Certificate Of Authority - Cemetery,CLEAR,"January 1, 2021",N/A,OAKLAND,California,ALAMEDA,94605,1,180.0,search.dca.ca.gov,0.22670650482177734,6450 CAMDEN STREET,
ERIC GORDON CAPRICORN ENGINEERING,250662,/details/1310/ARD/250662/f0de6a0ec26d4c6aa4def78a1d3654ec,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94601,1,180.0,search.dca.ca.gov,0.2260134220123291,3265 DEERING ST,
ER TRANSMISSIONS,269496,/details/1310/ARD/269496/e79919f05871a8bf3c483278a8f9b68b,Automotive Repair Dealer,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.21892642974853516,3506 PIEDMONT AVE,
EZ STAR SMOG TEST ONLY,289619,/details/1310/TC/289619/faec7bf4035b82ad80186e9f302072c2,Smog Station - Test Only,Valid,"February 28, 2021",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,2.1564104557037354,3315 SAN PABLO AVENUE,
ENTHUSIAST AUTOMOTIVE,117205,/details/1310/ARD/117205/cdbd3b3fd7334dfb941f9cef32dc0e18,Automotive Repair Dealer,Delinquent,"April 30, 2019",N/A,OAKLAND,California,ALAMEDA,94608,1,180.0,search.dca.ca.gov,0.30704355239868164,5920 ADELINE ST.,
ENRIQUES COMPLETE AUTO REPAIRS,212721,/details/1310/ARD/212721/97c54558d6ab910a8155f5a70aca6b9a,Automotive Repair Dealer,Valid,"September 30, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.23628711700439453,3080 BROADWAY,
ERIK AUTO TECH,204278,/details/1310/ARD/204278/3ad9d151b0b3d7f02450d0aa6c62dddd,Automotive Repair Dealer,Delinquent,"March 31, 2018",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.906470537185669,332 6TH ST,
EMAD TUNE UP,156238,/details/1310/ARD/156238/7f6986c163a7ce66a8a3a617c9307bfb,Automotive Repair Dealer,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.7297496795654297,9727 D ST,
EMAD TUNE UP,156238,/details/1310/RC/156238/bfc419cf9afc9ce70a8135d6e17d249c,Smog Station - Test & Repair,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.6687209606170654,9727 D ST,
ELLIS OLSON MORTUARY,634,/details/4800/FD/634/569f889dbaa1b3d1bfe7b074f31ef2ba,Funeral Establishment,CLEAR,"November 30, 2020",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,0.16605138778686523,4499 PIEDMONT AVE STE A,
EMAD TUNE UP,156238,/details/1310/LS/156238/70b93d75dc1c5faa976add61b8406d3d,Lamp Station,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.832282543182373,9727 D ST,
EMAD TUNE UP,156238,/details/1310/BS/156238/9d57d3c5898f9b8ce8c1184cdb980dd5,Brake Station,Valid,"October 31, 2020",N/A,OAKLAND,California,ALAMEDA,94603,1,180.0,search.dca.ca.gov,0.8015561103820801,9727 D ST,
EXPRESS AUTO CLINIC,234341,/details/1310/RC/234341/c2396725f796a13fca86a30f86d81268,Smog Station - Test & Repair,Valid,"June 30, 2021",N/A,OAKLAND,California,ALAMEDA,94611,1,180.0,search.dca.ca.gov,2.934276580810547,3810 BROADWAY,
ECONOMY AUTO REPAIR & BODY,170214,/details/1310/RC/170214/2ac20fe74ba4009a4d776547d68f7a18,Smog Station - Test & Repair,Revoked,"December 31, 1994",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.6990230083465576,6528 EAST 14TH  ST,
EAST LAWN CHAPEL OF C BORBA,496,/details/4800/FD/496/f17051656d1f595c8c2429876d261fbc,Funeral Establishment,CANCELLED,"January 31, 1971",N/A,OAKLAND,California,ALAMEDA,94606,1,180.0,search.dca.ca.gov,0.21146297454833984,510 E 14TH ST,
ECONO SMOG TEST ONLY CENTER,239622,/details/1310/ARD/239622/285520861721b8a8da30f52888777865,Automotive Repair Dealer,Valid,"May 31, 2021",N/A,OAKLAND,California,ALAMEDA,94607,1,180.0,search.dca.ca.gov,0.8175415992736816,250 8TH ST,
EAST COAST AUTO PROS,293096,/details/1310/ARD/293096/65fd9fb8282191da74ffa67edfb75147,Automotive Repair Dealer,Valid,"January 31, 2021",N/A,OAKLAND,California,ALAMEDA,94621,1,180.0,search.dca.ca.gov,0.22708797454833984,5700 INTERNATIONAL BLVD,
