APN,APN_SORT,YearBuilt,SitusStreetNumber,SitusStreetName,SitusUnit,SitusCity,SitusZip,SitusAddress,MailingAddress,line_1,line_2,city,state,postal
36-2418-44,036 241804400,1929,2172,48TH AVE,,OAKLAND,94601,2172 48TH AVE OAKLAND 94601,2172 48TH AVE OAKLAND CA 94601,2172 48TH AVE,,OAKLAND,CA,94601
36-2416-22,036 241602200,1915,2173,48TH AVE,,OAKLAND,94601,2173 48TH AVE OAKLAND 94601,2173 48TH AVE OAKLAND CA 94601,2173 48TH AVE,,OAKLAND,CA,94601
36-2416-68,036 241606800,1921,2318,47TH AVE,,OAKLAND,94601,2318 47TH AVE OAKLAND 94601,2318 47TH AVE OAKLAND CA 94601,2318 47TH AVE,,OAKLAND,CA,94601
36-2416-48,036 241604800,1912,2162,47TH AVE,,OAKLAND,94601,2162 47TH AVE OAKLAND 94601,17074 VIA MARGARITA SANLORENZO CA 94580,2162 47TH AVE,,OAKLAND,CA,94601
36-2416-58,036 241605800,1912,2240,47TH AVE,,OAKLAND,94601,2240 47TH AVE OAKLAND 94601,2240 47TH AVE OAKLAND CA 94601,2240 47TH AVE,,OAKLAND,CA,94601
36-2416-61,036 241606100,1922,2266,47TH AVE,,OAKLAND,94601,2266 47TH AVE OAKLAND 94601,2266 47TH AVE OAKLAND CA 94601,2266 47TH AVE,,OAKLAND,CA,94601
36-2416-55,036 241605500,1961,2222,47TH AVE,,OAKLAND,94601,2222 47TH AVE OAKLAND 94601,931 AUTUMN OAK CIR CONCORD CA 94521,2222 47TH AVE,,OAKLAND,CA,94601
36-2416-9,036 241600900,2004,2253,48TH AVE,,OAKLAND,94601,2253 48TH AVE OAKLAND 94601,5772 IDLEWOOD ST DUBLIN CA 94568,2253 48TH AVE,,OAKLAND,CA,94601
36-2416-50-1,036 241605001,1924,2174,47TH AVE,,OAKLAND,94601,2174 47TH AVE OAKLAND 94601,2174 47TH AVE OAKLAND CA 94601,2174 47TH AVE,,OAKLAND,CA,94601
36-2416-20,036 241602000,0,2181,48TH AVE,,OAKLAND,94601,2181 48TH AVE OAKLAND 94601,1619 HARRISON ST OAKLAND CA 94612,2181 48TH AVE,,OAKLAND,CA,94601
36-2416-38,036 241603800,1921,4708,MELROSE AVE,,OAKLAND,94601,4708 MELROSE AVE OAKLAND 94601,4708 MELROSE AVE OAKLAND CA 94601,4708 MELROSE AVE,,OAKLAND,CA,94601
36-2416-65,036 241606500,1937,2300,47TH AVE,,OAKLAND,94601,2300 47TH AVE OAKLAND 94601,985 GRACE AVE OAKLAND CA 94608,2300 47TH AVE,,OAKLAND,CA,94601
36-2416-66,036 241606600,1937,2306,47TH AVE,,OAKLAND,94601,2306 47TH AVE OAKLAND 94601,2306 47TH AVE OAKLAND CA 94601,2306 47TH AVE,,OAKLAND,CA,94601
36-2416-21,036 241602100,1912,2175,48TH AVE,,OAKLAND,94601,2175 48TH AVE OAKLAND 94601,2175 48TH AVE OAKLAND CA 94601,2175 48TH AVE,,OAKLAND,CA,94601
36-2416-54,036 241605400,1913,2214,47TH AVE,,OAKLAND,94601,2214 47TH AVE OAKLAND 94601,2214 47TH AVE OAKLAND CA 94601,2214 47TH AVE,,OAKLAND,CA,94601
36-2416-7,036 241600700,1925,2269,48TH AVE,,OAKLAND,94601,2269 48TH AVE OAKLAND 94601,2269 48TH AVE OAKLAND CA 94601,2269 48TH AVE,,OAKLAND,CA,94601
36-2416-44,036 241604400,1910,2136,47TH AVE,,OAKLAND,94601,2136 47TH AVE OAKLAND 94601,2136 47TH AVE OAKLAND CA 94601,2136 47TH AVE,,OAKLAND,CA,94601
36-2416-29,036 241602900,1915,2153,48TH AVE,,OAKLAND,94601,2153 48TH AVE OAKLAND 94601,1732 WEST TULSA ST CHANDLER AZ 85224,2153 48TH AVE,,OAKLAND,CA,94601
36-2416-51,036 241605100,1922,2186,47TH AVE,,OAKLAND,94601,2186 47TH AVE OAKLAND 94601,2200 47TH AVE OAKLAND CA 94601,2186 47TH AVE,,OAKLAND,CA,94601
36-2416-50-2,036 241605002,1915,2180,47TH AVE,,OAKLAND,94601,2180 47TH AVE OAKLAND 94601,2180 47TH AVE OAKLAND CA 94601,2180 47TH AVE,,OAKLAND,CA,94601
36-2416-40,036 241604000,1921,2110,47TH AVE,,OAKLAND,94601,2110 47TH AVE OAKLAND 94601,2873 LOCHGREEN WAY DUBLIN CA 94568,2110 47TH AVE,,OAKLAND,CA,94601
36-2416-2,036 241600200,1924,4715,CONGRESS AVE,,OAKLAND,94601,4715 CONGRESS AVE OAKLAND 94601,4715 CONGRESS AVE OAKLAND CA 94601,4715 CONGRESS AVE,,OAKLAND,CA,94601
36-2416-1,036 241600100,1915,4701,CONGRESS AVE,,OAKLAND,94601,4701 CONGRESS AVE OAKLAND 94601,20900 MANTER RD CASTRO VALLEY CA 94552,4701 CONGRESS AVE,,OAKLAND,CA,94601
36-2416-10-1,036 241601001,1994,2249,48TH AVE,,OAKLAND,94601,2249 48TH AVE OAKLAND 94601,2245 48TH AVE OAKLAND CA 94601,2249 48TH AVE,,OAKLAND,CA,94601
36-2416-25,036 241602500,1962,2167,48TH AVE,,OAKLAND,94601,2167 48TH AVE OAKLAND 94601,PO BOX 331 OAKLAND CA 94604,2167 48TH AVE,,OAKLAND,CA,94601
36-2416-56,036 241605600,1912,2224,47TH AVE,,OAKLAND,94601,2224 47TH AVE OAKLAND 94601,260 HAVITURE WAY VALLEJO CA 94589,2224 47TH AVE,,OAKLAND,CA,94601
36-2416-62,036 241606200,1912,2272,47TH AVE,,OAKLAND,94601,2272 47TH AVE OAKLAND 94601,2272 47TH AVE OAKLAND CA 94601,2272 47TH AVE,,OAKLAND,CA,94601
36-2416-47,036 241604700,1914,2160,47TH AVE,,OAKLAND,94601,2160 47TH AVE OAKLAND 94601,2160 47TH AVE 1 OAKLAND CA 94601,2160 47TH AVE,,OAKLAND,CA,94601
36-2416-41,036 241604100,1924,2118,47TH AVE,,OAKLAND,94601,2118 47TH AVE OAKLAND 94601,84 SCOTIA AVE SAN FRANCISCO CA 94124,2118 47TH AVE,,OAKLAND,CA,94601
36-2416-8,036 241600800,1960,2261,48TH AVE,,OAKLAND,94601,2261 48TH AVE OAKLAND 94601,4131 NW THUNDER CREST DR PORTLAND OR 97229,2261 48TH AVE,,OAKLAND,CA,94601
36-2416-53,036 241605300,1906,2210,47TH AVE,,OAKLAND,94601,2210 47TH AVE OAKLAND 94601,2210 47TH AVE OAKLAND CA 94601,2210 47TH AVE,,OAKLAND,CA,94601
36-2416-67,036 241606700,1923,2312,47TH AVE,,OAKLAND,94601,2312 47TH AVE OAKLAND 94601,3084 COOLWOOD LN ROCKWALL TX 75032,2312 47TH AVE,,OAKLAND,CA,94601
36-2416-11-2,036 241601102,1993,2241,48TH AVE,,OAKLAND,94601,2241 48TH AVE OAKLAND 94601,3994 MEADOWLANDS LN SAN JOSE CA 95135,2241 48TH AVE,,OAKLAND,CA,94601
36-2416-57,036 241605700,1912,2230,47TH AVE,,OAKLAND,94601,2230 47TH AVE OAKLAND 94601,3532 PONDEROSA TRL PINOLE CA 94564,2230 47TH AVE,,OAKLAND,CA,94601
36-2416-59,036 241605900,0,2252,47TH AVE,,OAKLAND,94601,2252 47TH AVE OAKLAND 94601,961 WILLIAM DR SAN LORENZO CA 94580,2252 47TH AVE,,OAKLAND,CA,94601
36-2416-28,036 241602800,1915,2157,48TH AVE,,OAKLAND,94601,2157 48TH AVE OAKLAND 94601,2157 48TH AVE OAKLAND CA 94601,2157 48TH AVE,,OAKLAND,CA,94601
36-2416-24,036 241602400,0,2169,48TH AVE,,OAKLAND,94601,2169 48TH AVE OAKLAND 94601,133 PANORAMA CT PACIFICA CA 94044,2169 48TH AVE,,OAKLAND,CA,94601
36-2416-30,036 241603000,1918,2133,48TH AVE,,OAKLAND,94601,2133 48TH AVE OAKLAND 94601,1030 RIVER ST 122 SANTA CRUZ CA 95060,2133 48TH AVE,,OAKLAND,CA,94601
36-2416-33,036 241603300,1965,2105,48TH AVE,,OAKLAND,94601,2105 48TH AVE OAKLAND 94601,360 GRAND AVE 340 OAKLAND CA 94610,2105 48TH AVE,,OAKLAND,CA,94601
36-2416-31,036 241603100,1914,2125,48TH AVE,,OAKLAND,94601,2125 48TH AVE OAKLAND 94601,2125 48TH AVE OAKLAND CA 94601,2125 48TH AVE,,OAKLAND,CA,94601
36-2416-42,036 241604200,1906,2126,47TH AVE,,OAKLAND,94601,2126 47TH AVE OAKLAND 94601,201 WILDWOOD AVE PIEDMONT CA 94610,2126 47TH AVE,,OAKLAND,CA,94601
36-2416-35,036 241603500,1925,4726,MELROSE AVE,,OAKLAND,94601,4726 MELROSE AVE OAKLAND 94601,4726 MELROSE AVE OAKLAND CA 94601,4726 MELROSE AVE,,OAKLAND,CA,94601
36-2416-46,036 241604600,1939,2154,47TH AVE,,OAKLAND,94601,2154 47TH AVE OAKLAND 94601,2154 47TH AVE OAKLAND CA 94601,2154 47TH AVE,,OAKLAND,CA,94601
36-2416-60,036 241606000,1908,2260,47TH AVE,,OAKLAND,94601,2260 47TH AVE OAKLAND 94601,2260 47TH AVE OAKLAND CA 94601,2260 47TH AVE,,OAKLAND,CA,94601
36-2416-64,036 241606400,1937,2284,47TH AVE,,OAKLAND,94601,2284 47TH AVE OAKLAND 94601,1315 KEITH ST SAN FRANCISCO CA 94124,2284 47TH AVE,,OAKLAND,CA,94601
36-2416-45,036 241604500,1909,2150,47TH AVE,,OAKLAND,94601,2150 47TH AVE OAKLAND 94601,2150 47TH AVE OAKLAND CA 94601,2150 47TH AVE,,OAKLAND,CA,94601
36-2416-4,036 241600400,1923,2281,48TH AVE,,OAKLAND,94601,2281 48TH AVE OAKLAND 94601,2281 48TH AVE OAKLAND CA 94601,2281 48TH AVE,,OAKLAND,CA,94601
36-2416-27,036 241602700,1908,2161,48TH AVE,,OAKLAND,94601,2161 48TH AVE OAKLAND 94601,2161 48TH AVE OAKLAND CA 94601,2161 48TH AVE,,OAKLAND,CA,94601
36-2416-37,036 241603700,1921,4716,MELROSE AVE,,OAKLAND,94601,4716 MELROSE AVE OAKLAND 94601,PO BOX 7261 OAKLAND CA 94601,4716 MELROSE AVE,,OAKLAND,CA,94601
36-2416-34,036 241603400,1912,4730,MELROSE AVE,,OAKLAND,94601,4730 MELROSE AVE OAKLAND 94601,8665 E HARTFORD DR 200 SCOTTSDALE AZ 85255,4730 MELROSE AVE,,OAKLAND,CA,94601
36-2416-12,036 241601200,1912,2237,48TH AVE,,OAKLAND,94601,2237 48TH AVE OAKLAND 94601,2237 48TH AVE OAKLAND CA 94601,2237 48TH AVE,,OAKLAND,CA,94601
36-2416-14,036 241601400,0,2225,48TH AVE,,OAKLAND,94601,2225 48TH AVE OAKLAND 94601,354 MAGNOLIA AVE PIEDMONT CA 94611,2225 48TH AVE,,OAKLAND,CA,94601
36-2416-32,036 241603200,1918,2119,48TH AVE,,OAKLAND,94601,2119 48TH AVE OAKLAND 94601,2119 48TH AVE OAKLAND CA 94601,2119 48TH AVE,,OAKLAND,CA,94601
36-2416-39,036 241603900,1913,2100,47TH AVE,,OAKLAND,94601,2100 47TH AVE OAKLAND 94601,1698 SCENICVIEW DR SAN LEANDRO CA 94577,2100 47TH AVE,,OAKLAND,CA,94601
36-2416-36,036 241603600,1920,4724,MELROSE AVE,,OAKLAND,94601,4724 MELROSE AVE OAKLAND 94601,4724 MELROSE AVE OAKLAND CA 94601,4724 MELROSE AVE,,OAKLAND,CA,94601
36-2416-15,036 241601500,1914,2215,48TH AVE,,OAKLAND,94601,2215 48TH AVE OAKLAND 94601,2215 48TH AVE OAKLAND CA 94601,2215 48TH AVE,,OAKLAND,CA,94601
36-2416-49,036 241604900,1923,2166,47TH AVE,,OAKLAND,94601,2166 47TH AVE OAKLAND 94601,2166 47TH AVE OAKLAND CA 94601,2166 47TH AVE,,OAKLAND,CA,94601
36-2416-23,036 241602300,1927,2171,48TH AVE,,OAKLAND,94601,2171 48TH AVE OAKLAND 94601,2171 48TH AVE OAKLAND CA 94601,2171 48TH AVE,,OAKLAND,CA,94601
36-2416-26,036 241602600,1923,2163,48TH AVE,,OAKLAND,94601,2163 48TH AVE OAKLAND 94601,2165 48TH AVE OAKLAND CA 94601,2163 48TH AVE,,OAKLAND,CA,94601
36-2416-63,036 241606300,1912,2278,47TH AVE,,OAKLAND,94601,2278 47TH AVE OAKLAND 94601,2278 47TH AVE OAKLAND CA 94601,2278 47TH AVE,,OAKLAND,CA,94601
36-2416-19,036 241601900,1924,2187,48TH AVE,,OAKLAND,94601,2187 48TH AVE OAKLAND 94601,2187 48TH AVE OAKLAND CA 94601,2187 48TH AVE,,OAKLAND,CA,94601
36-2416-3,036 241600300,1958,2329,VICKSBURG AVE,,OAKLAND,94601,2329 VICKSBURG AVE OAKLAND 94601,2329 VICKSBURG AVE OAKLAND CA 94601,2329 VICKSBURG AVE,,OAKLAND,CA,94601
36-2416-13,036 241601300,1967,2229,48TH AVE,,OAKLAND,94601,2229 48TH AVE OAKLAND 94601,4443 STEELE ST OAKLAND CA 94619,2229 48TH AVE,,OAKLAND,CA,94601
36-2416-18,036 241601800,1922,2193,48TH AVE,,OAKLAND,94601,2193 48TH AVE OAKLAND 94601,2839 CELLARS DR LIVERMORE CA 94550,2193 48TH AVE,,OAKLAND,CA,94601
36-2416-16-1,036 241601601,1924,2207,48TH AVE,,OAKLAND,94601,2207 48TH AVE OAKLAND 94601,2207 48TH AVE OAKLAND CA 94601,2207 48TH AVE,,OAKLAND,CA,94601
36-2416-6,036 241600600,1922,2275,48TH AVE,,OAKLAND,94601,2275 48TH AVE OAKLAND 94601,3045 ARIZONA ST OAKLAND CA 94602,2275 48TH AVE,,OAKLAND,CA,94601
36-2416-17-4,036 241601704,1933,2197,48TH AVE,,OAKLAND,94601,2197 48TH AVE OAKLAND 94601,25647 W CAMINO VISTA AVE HAYWARD CA 94541,2197 48TH AVE,,OAKLAND,CA,94601
36-2416-52,036 241605200,1906,2200,47TH AVE,,OAKLAND,94601,2200 47TH AVE OAKLAND 94601,2200 47TH AVE OAKLAND CA 94601,2200 47TH AVE,,OAKLAND,CA,94601
36-2416-43,036 241604300,1922,2130,47TH AVE,,OAKLAND,94601,2130 47TH AVE OAKLAND 94601,269 29TH AVE OAKLAND CA 94611,2130 47TH AVE,,OAKLAND,CA,94601
36-2416-5,036 241600500,1922,2279,48TH AVE,,OAKLAND,94601,2279 48TH AVE OAKLAND 94601,3045 ARIZONA ST OAKLAND CA 94602,2279 48TH AVE,,OAKLAND,CA,94601
36-2415-18,036 241501800,1973,2334,COURTLAND AVE,,OAKLAND,94601,2334 COURTLAND AVE OAKLAND 94601,2748 PLEASANT ST OAKLAND CA 94602,2334 COURTLAND AVE,,OAKLAND,CA,94601
36-2415-17,036 241501700,1906,2324,COURTLAND AVE,,OAKLAND,94601,2324 COURTLAND AVE OAKLAND 94601,2324 COURTLAND AVE OAKLAND CA 94601,2324 COURTLAND AVE,,OAKLAND,CA,94601
36-2415-11,036 241501100,1923,4620,TYRRELL ST,,OAKLAND,94601,4620 TYRRELL ST OAKLAND 94601,4620 TYRRELL ST OAKLAND CA 94601,4620 TYRRELL ST,,OAKLAND,CA,94601
36-2415-12,036 241501200,1922,4614,TYRRELL ST,,OAKLAND,94601,4614 TYRRELL ST OAKLAND 94601,4614 TYRRELL ST OAKLAND CA 94601,4614 TYRRELL ST,,OAKLAND,CA,94601
36-2415-14,036 241501400,1941,2306,COURTLAND AVE,,OAKLAND,94601,2306 COURTLAND AVE OAKLAND 94601,2306 COURTLAND AVE OAKLAND CA 94601,2306 COURTLAND AVE,,OAKLAND,CA,94601
36-2415-15,036 241501500,1912,2312,COURTLAND AVE,,OAKLAND,94601,2312 COURTLAND AVE OAKLAND 94601,2312 COURTLAND AVE OAKLAND CA 94601,2312 COURTLAND AVE,,OAKLAND,CA,94601
36-2415-10,036 241501000,1908,4626,TYRRELL ST,,OAKLAND,94601,4626 TYRRELL ST OAKLAND 94601,4626 TYRRELL ST OAKLAND CA 94601,4626 TYRRELL ST,,OAKLAND,CA,94601
36-2415-13,036 241501300,1965,4600,TYRRELL ST,,OAKLAND,94601,4600 TYRRELL ST OAKLAND 94601,1630 BUSH ST SAN FRANCISCO CA 94109,4600 TYRRELL ST,,OAKLAND,CA,94601
36-2415-9,036 241500900,1921,4630,TYRRELL ST,,OAKLAND,94601,4630 TYRRELL ST OAKLAND 94601,4630 TYRRELL ST OAKLAND CA 94601,4630 TYRRELL ST,,OAKLAND,CA,94601
36-2415-8,036 241500800,1947,4636,TYRRELL ST,,OAKLAND,94601,4636 TYRRELL ST OAKLAND 94601,4636 TYRRELL ST 1 OAKLAND CA 94601,4636 TYRRELL ST,,OAKLAND,CA,94601
36-2415-3,036 241500300,1938,4627,CONGRESS AVE,,OAKLAND,94601,4627 CONGRESS AVE OAKLAND 94601,445 BENGALI CT DANVILLE CA 94506,4627 CONGRESS AVE,,OAKLAND,CA,94601
36-2415-16,036 241501600,1921,2318,COURTLAND AVE,,OAKLAND,94601,2318 COURTLAND AVE OAKLAND 94601,460 N SIERRA BONITA AVE LOS ANGELES CA 90036,2318 COURTLAND AVE,,OAKLAND,CA,94601
36-2415-7,036 241500700,1956,2311,47TH AVE,,OAKLAND,94601,2311 47TH AVE OAKLAND 94601,4660 TYRRELL ST OAKLAND CA 94601,2311 47TH AVE,,OAKLAND,CA,94601
36-2415-4,036 241500400,1920,4631,CONGRESS AVE,,OAKLAND,94601,4631 CONGRESS AVE OAKLAND 94601,P.O. BOX 24751 OAKLAND CA 94623,4631 CONGRESS AVE,,OAKLAND,CA,94601
36-2415-2-3,036 241500203,1960,4621,CONGRESS AVE,,OAKLAND,94601,4621 CONGRESS AVE OAKLAND 94601,4621 CONGRESS AVE OAKLAND CA 94601,4621 CONGRESS AVE,,OAKLAND,CA,94601
36-2415-1,036 241500100,1915,4601,CONGRESS AVE,,OAKLAND,94601,4601 CONGRESS AVE OAKLAND 94601,1008 AUBURN DR ALAMEDA CA 94502,4601 CONGRESS AVE,,OAKLAND,CA,94601
36-2415-6,036 241500600,1927,4649,CONGRESS AVE,,OAKLAND,94601,4649 CONGRESS AVE OAKLAND 94601,4649 CONGRESS AVE OAKLAND CA 94601,4649 CONGRESS AVE,,OAKLAND,CA,94601
36-2415-5,036 241500500,1940,4637,CONGRESS AVE,,OAKLAND,94601,4637 CONGRESS AVE OAKLAND 94601,1696 CHANNING AVE PALO ALTO CA 94303,4637 CONGRESS AVE,,OAKLAND,CA,94601
36-2414-20,036 241402000,1931,4538,SAN CARLOS AVE,,OAKLAND,94601,4538 SAN CARLOS AVE OAKLAND 94601,4538 SAN CARLOS AVE OAKLAND CA 94601,4538 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-9,036 241400900,1924,4615,TYRRELL ST,,OAKLAND,94601,4615 TYRRELL ST OAKLAND 94601,4615 TYRRELL ST OAKLAND CA 94601,4615 TYRRELL ST,,OAKLAND,CA,94601
36-2414-5-1,036 241400501,1962,2262,COURTLAND AVE,,OAKLAND,94601,2262 COURTLAND AVE OAKLAND 94601,3933 ALTAMONT AVE OAKLAND CA 94605,2262 COURTLAND AVE,,OAKLAND,CA,94601
36-2414-11,036 241401100,1924,4627,TYRRELL ST,,OAKLAND,94601,4627 TYRRELL ST OAKLAND 94601,4517 ELLIOT RANCH RD ELK GROVE CA 95758,4627 TYRRELL ST,,OAKLAND,CA,94601
36-2414-1-1,036 241400101,1925,4500,SAN CARLOS AVE,,OAKLAND,94601,4500 SAN CARLOS AVE OAKLAND 94601,P O BOX 2584 DUBLIN CA 94568,4500 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-12,036 241401200,1924,4633,TYRRELL ST,,OAKLAND,94601,4633 TYRRELL ST OAKLAND 94601,3365 MONTEREY BLVD OAKLAND CA 94602,4633 TYRRELL ST,,OAKLAND,CA,94601
36-2414-21,036 241402100,1963,4532,SAN CARLOS AVE,,OAKLAND,94601,4532 SAN CARLOS AVE OAKLAND 94601,3229 FOOTHILL BLVD OAKLAND CA 94601,4532 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-3,036 241400300,1967,2252,COURTLAND AVE,,OAKLAND,94601,2252 COURTLAND AVE OAKLAND 94601,2601 BLANDING AVE C290 ALAMEDA CA 94501,2252 COURTLAND AVE,,OAKLAND,CA,94601
36-2414-17,036 241401700,1903,4552,SAN CARLOS AVE,,OAKLAND,94601,4552 SAN CARLOS AVE OAKLAND 94601,4552 SAN CARLOS AVE OAKLAND CA 94601,4552 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-14,036 241401400,1921,4649,TYRRELL ST,,OAKLAND,94601,4649 TYRRELL ST OAKLAND 94601,4649 TYRRELL ST OAKLAND CA 94601,4649 TYRRELL ST,,OAKLAND,CA,94601
36-2414-7,036 241400700,0,2270,COURTLAND AVE,,OAKLAND,94601,2270 COURTLAND AVE OAKLAND 94601,51 GORHAM ST SAN FRANCISCO CA 94112,2270 COURTLAND AVE,,OAKLAND,CA,94601
36-2414-13,036 241401300,1927,4641,TYRRELL ST,,OAKLAND,94601,4641 TYRRELL ST OAKLAND 94601,4641 TYRELL ST OAKLAND CA 94601,4641 TYRRELL ST,,OAKLAND,CA,94601
36-2414-19,036 241401900,1963,4542,SAN CARLOS AVE,,OAKLAND,94601,4542 SAN CARLOS AVE OAKLAND 94601,403 VILLAGE DR EL CERRITO CA 94530,4542 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-15,036 241401500,1974,4663,TYRRELL ST,,OAKLAND,94601,4663 TYRRELL ST OAKLAND 94601,4663 TYRRELL ST OAKLAND CA 94601,4663 TYRRELL ST,,OAKLAND,CA,94601
36-2414-23-1,036 241402301,1925,4510,SAN CARLOS AVE,,OAKLAND,94601,4510 SAN CARLOS AVE OAKLAND 94601,2460 SAN CARLOS AVE CASTRO VALLEY CA 94546,4510 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-16,036 241401600,1920,2271,47TH AVE,,OAKLAND,94601,2271 47TH AVE OAKLAND 94601,18824 HUBER DR CASTRO VALLEY CA 94546,2271 47TH AVE,,OAKLAND,CA,94601
36-2414-10,036 241401000,1924,4621,TYRRELL ST,,OAKLAND,94601,4621 TYRRELL ST OAKLAND 94601,4621 TYRRELL ST OAKLAND CA 94601,4621 TYRRELL ST,,OAKLAND,CA,94601
36-2414-8,036 241400800,1952,2276,COURTLAND AVE,,OAKLAND,94601,2276 COURTLAND AVE OAKLAND 94601,2276 COURTLAND AVE OAKLAND CA 94601,2276 COURTLAND AVE,,OAKLAND,CA,94601
36-2414-4,036 241400400,1912,2258,COURTLAND AVE,,OAKLAND,94601,2258 COURTLAND AVE OAKLAND 94601,2258 COURTLAND AVE OAKLAND CA 94601,2258 COURTLAND AVE,,OAKLAND,CA,94601
36-2414-22,036 241402200,0,4520,SAN CARLOS AVE,,OAKLAND,94601,4520 SAN CARLOS AVE OAKLAND 94601,1738 44TH AVE SAN FRANCISCO CA 94122,4520 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2414-18,036 241401800,1963,4546,SAN CARLOS AVE,,OAKLAND,94601,4546 SAN CARLOS AVE OAKLAND 94601,4546 SAN CARLOS AVE OAKLAND CA 94601,4546 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-28,036 241302800,1921,4510,THOMPSON ST,,OAKLAND,94601,4510 THOMPSON ST OAKLAND 94601,4510 THOMPSON ST OAKLAND CA 94601,4510 THOMPSON ST,,OAKLAND,CA,94601
36-2413-2,036 241300200,1910,2206,COURTLAND AVE,,OAKLAND,94601,2206 COURTLAND AVE OAKLAND 94601,2206 COURTLAND AVE OAKLAND CA 94601,2206 COURTLAND AVE,,OAKLAND,CA,94601
36-2413-8-1,036 241300801,1989,4521,SAN CARLOS AVE,,OAKLAND,94601,4521 SAN CARLOS AVE OAKLAND 94601,220 TOPEKA AVE SAN FRANCISCO CA 94124,4521 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-23,036 241302300,1922,4540,THOMPSON ST,,OAKLAND,94601,4540 THOMPSON ST OAKLAND 94601,4540 THOMPSON ST OAKLAND CA 94601,4540 THOMPSON ST,,OAKLAND,CA,94601
36-2413-4,036 241300400,1921,2216,COURTLAND AVE,,OAKLAND,94601,2216 COURTLAND AVE OAKLAND 94601,569 CENTO CT PLEASANTON CA 94566,2216 COURTLAND AVE,,OAKLAND,CA,94601
36-2413-14,036 241301400,1925,4547,SAN CARLOS AVE,,OAKLAND,94601,4547 SAN CARLOS AVE OAKLAND 94601,4547 SAN CARLOS AVE OAKLAND CA 94601,4547 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-18,036 241301800,1916,2215,47TH AVE,,OAKLAND,94601,2215 47TH AVE OAKLAND 94601,2215 47TH AVE OAKLAND CA 94601,2215 47TH AVE,,OAKLAND,CA,94601
36-2413-13,036 241301300,1923,4543,SAN CARLOS AVE,,OAKLAND,94601,4543 SAN CARLOS AVE OAKLAND 94601,4543 SAN CARLOS AVE OAKLAND CA 94601,4543 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-11,036 241301100,1925,4533,SAN CARLOS AVE,,OAKLAND,94601,4533 SAN CARLOS AVE OAKLAND 94601,4533 SAN CARLOS AVE OAKLAND CA 94601,4533 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-15,036 241301500,1923,2233,47TH AVE,,OAKLAND,94601,2233 47TH AVE OAKLAND 94601,2233 47TH AVE OAKLAND CA 94601,2233 47TH AVE,,OAKLAND,CA,94601
36-2413-9,036 241300900,1929,4525,SAN CARLOS AVE,,OAKLAND,94601,4525 SAN CARLOS AVE OAKLAND 94601,257B 38TH ST OAKLAND CA 94611,4525 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-10,036 241301000,1927,4529,SAN CARLOS AVE,,OAKLAND,94601,4529 SAN CARLOS AVE OAKLAND 94601,4529 SAN CARLOS AVE OAKLAND CA 94601,4529 SAN CARLOS AVE,,OAKLAND,CA,94601
36-2413-1,036 241300100,1921,4504,THOMPSON ST,,OAKLAND,94601,4504 THOMPSON ST OAKLAND 94601,4504 THOMPSON ST OAKLAND CA 94601,4504 THOMPSON ST,,OAKLAND,CA,94601
36-2413-19,036 241301900,1925,4576,THOMPSON ST,,OAKLAND,94601,4576 THOMPSON ST OAKLAND 94601,4576 THOMPSON ST OAKLAND CA 94601,4576 THOMPSON ST,,OAKLAND,CA,94601
36-2413-22,036 241302200,1962,4544,THOMPSON ST,,OAKLAND,94601,4544 THOMPSON ST OAKLAND 94601,70 GIRARD ST SAN FRANCISCO CA 94134,4544 THOMPSON ST,,OAKLAND,CA,94601
36-2413-27,036 241302700,1921,4516,THOMPSON ST,,OAKLAND,94601,4516 THOMPSON ST OAKLAND 94601,1905 HARMON ST BERKELEY CA 94703,4516 THOMPSON ST,,OAKLAND,CA,94601
36-2413-26,036 241302600,1923,4524,THOMPSON ST,,OAKLAND,94601,4524 THOMPSON ST OAKLAND 94601,2232 166TH AVE SAN LEANDRO CA 94578,4524 THOMPSON ST,,OAKLAND,CA,94601
36-2413-20,036 241302000,1925,4570,THOMPSON ST,,OAKLAND,94601,4570 THOMPSON ST OAKLAND 94601,4570 THOMPSON ST OAKLAND CA 94601,4570 THOMPSON ST,,OAKLAND,CA,94601
36-2413-3,036 241300300,1921,2212,COURTLAND AVE,,OAKLAND,94601,2212 COURTLAND AVE OAKLAND 94601,2212 COURTLAND AVE OAKLAND CA 94601,2212 COURTLAND AVE,,OAKLAND,CA,94601
